PropertyId,lat,lon,within_impacted_zones,Impact_Zone,Impact_Score,Impact_Score_min,Impact_Score_max,Nearest_Impacted_Zone,Nearest_Impacted_Zone_Score,Nearest_Impacted_Score_min,Nearest_Impacted_Score_max,Distance_to_Nearest_Impact_Zone
1001,29.80098021,-93.32611519,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,593.2208414805135
1002,29.80098021,-93.3260178,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,583.9740357675366
1003,29.80098021,-93.32592042,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,574.7334026416283
1004,29.80098021,-93.32582304,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,565.4982484177871
1005,29.80098021,-93.32572566,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,556.268845978863
1006,29.80088283,-93.32621257,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,600.6160953279889
1007,29.80088283,-93.32611519,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,591.3362193460439
1008,29.80088283,-93.3260178,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,582.0594655174975
1009,29.80088283,-93.32592042,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,572.7879368820069
1010,29.80088283,-93.32582304,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,563.5208915728019
1011,29.80088283,-93.32572566,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,554.2585544709639
1012,29.80088283,-93.32562828,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,545.0011656231194
1013,29.80088283,-93.3255309,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,535.7489815383003
1014,29.80088283,-93.32543351,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,526.5013273483652
1015,29.80088283,-93.32533613,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,517.2603960163176
1016,29.80088283,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,508.0255527400141
1017,29.80088283,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,480.3601154984249
1018,29.80088283,-93.32484922,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,471.1532713832169
1019,29.80088283,-93.32475184,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,461.95448376791234
1020,29.80088283,-93.32465446,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,452.7642436983006
1021,29.80088283,-93.32455708,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,443.5830824463737
1022,29.80078544,-93.3260178,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,580.3409335546676
1023,29.80078544,-93.32592042,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,571.0414940919053
1024,29.80078544,-93.32582304,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,561.7456295557995
1025,29.80078544,-93.32572566,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,552.4535204082144
1026,29.80078544,-93.32562828,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,543.1653593807154
1027,29.80078544,-93.3255309,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,533.8813525360009
1028,29.80078544,-93.32543351,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,524.6007677300581
1029,29.80078544,-93.32533613,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,515.3257471741945
1030,29.80078544,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,506.0555912477146
1031,29.80078544,-93.32514137,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,496.7905722751509
1032,29.80078544,-93.32504399,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,487.53098312149814
1033,29.80078544,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,478.27618918208805
1034,29.80078544,-93.32484922,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,469.0284311038484
1035,29.80078544,-93.32475184,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,459.7871254895503
1036,29.80078544,-93.32465446,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,450.55266937471225
1037,29.80078544,-93.32455708,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,441.32549272641785
1038,29.80078544,-93.32397279,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,386.14355581406613
1039,29.80068806,-93.3260178,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,578.8205403785142
1040,29.80068806,-93.32592042,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,569.4962654463679
1041,29.80068806,-93.32582304,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,560.1747499286495
1042,29.80068806,-93.32572566,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,550.8561339099521
1043,29.80068806,-93.32562828,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,541.5405670681042
1044,29.80068806,-93.3255309,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,532.228209513242
1045,29.80068806,-93.32543351,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,522.9182769391424
1046,29.80068806,-93.32533613,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,513.612865070539
1047,29.80068806,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,504.31121510626497
1048,29.80068806,-93.32514137,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,495.01353911401236
1049,29.80068806,-93.32504399,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,485.7200653012121
1050,29.80068806,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,476.43008592112767
1051,29.80068806,-93.32484922,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,467.1457741312156
1052,29.80068806,-93.32475184,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,457.8664625365871
1053,29.80068806,-93.32455708,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,439.32410710847523
1054,29.80059068,-93.32582304,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,558.8097819934794
1055,29.80059068,-93.3255309,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,530.7913519257104
1056,29.80059068,-93.32543351,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,521.4557575408537
1057,29.80059068,-93.32533613,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,512.1237628667326
1058,29.80059068,-93.32504399,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,484.1451518197349
1059,29.80059068,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,474.8243509600622
1060,29.80059068,-93.32484922,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,465.50800557578305
1061,29.80059068,-93.32455708,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,437.5821928560696
1062,29.80059068,-93.32221991,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,216.93349035354566
1063,29.80059068,-93.3212461,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,130.28192714904563
1064,29.80059068,-93.32114871,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,122.22075141837873
1065,29.80059068,-93.31608486,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,194.90587403491628
1066,29.8004933,-93.32562828,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,538.9308060067991
1067,29.8004933,-93.3255309,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,529.5725402793299
1068,29.8004933,-93.32543351,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,520.2150648043134
1069,29.8004933,-93.32533613,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,510.8603974482262
1070,29.8004933,-93.32504399,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,482.8085522091682
1071,29.8004933,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,473.4614299179091
1072,29.8004933,-93.32455708,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,436.10285917922505
1073,29.8004933,-93.32221991,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,213.93346381952696
1074,29.8004933,-93.32212253,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,204.84744987418344
1075,29.8004933,-93.32105133,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,108.56791519258812
1076,29.80039592,-93.32562828,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,537.9489412541375
1077,29.80039592,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,500.45236096683044
1078,29.80039592,-93.32514137,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,491.08160288192204
1079,29.80039592,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,472.3434246780765
1080,29.80039592,-93.32183039,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,174.79011456533362
1081,29.80039592,-93.32134348,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,129.75118487739337
1082,29.80039592,-93.3212461,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,120.9260982627457
1083,29.80039592,-93.32114871,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,112.19469155918068
1084,29.80039592,-93.32105133,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,103.5826756738845
1085,29.80039592,-93.32095395,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,95.12133729853812
1086,29.80039592,-93.32085657,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,86.85472435719444
1087,29.80029854,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,499.63006443944823
1088,29.80029854,-93.32514137,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,490.24357960045353
1089,29.80029854,-93.32183039,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,172.42101321080108
1090,29.80029854,-93.3212461,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,117.47564591630025
1091,29.80029854,-93.32114871,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,108.46682891634924
1092,29.80029854,-93.32095395,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,90.69437427541112
1093,29.80029854,-93.32085657,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,81.98257372531725
1094,29.80029854,-93.32066181,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,65.14151765507374
1095,29.80020115,-93.32523875,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,499.0418946361292
1096,29.80020115,-93.32504399,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,480.24671073787033
1097,29.80020115,-93.3249466,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,470.84870670511066
1098,29.80020115,-93.32484922,False,,0.0,0.0,0.0,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,461.4520662932444
1099,29.80020115,-93.31959061,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
1100,29.80020115,-93.31949322,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
1101,29.80020115,-93.31939584,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
1102,29.80020115,-93.31929846,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
1103,29.80020115,-93.31920108,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
1104,29.80020115,-93.3191037,True,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,zone_0,0.6257081875,0.5496196895837784,0.7002114057540892,0.0
